Protein IDs,Majority protein IDs,Fasta headers,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,Mol. weight [kDa],Sequence length
E9GMP2,E9GMP2,tr|E9GMP2|E9GMP2_DAPPU Calnexin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304937 PE=3 SV=1,226760000,221660000,238250000,0,0,0,65.874,579
E9GMR0,E9GMR0,tr|E9GMR0|E9GMR0_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_225204 PE=3 SV=1,0,0,9623600,0,0,0,66.858,596
E9GMS9,E9GMS9,tr|E9GMS9|E9GMS9_DAPPU Enoyl-CoA hydratase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304905 PE=3 SV=1,0,0,6826200,0,0,0,32.172,296
E9GMU1,E9GMU1,tr|E9GMU1|E9GMU1_DAPPU Serine hydroxymethyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_52799 PE=3 SV=1,138660000,142020000,128020000,0,0,60138000,51.412,464
E9GMY3,E9GMY3,tr|E9GMY3|E9GMY3_DAPPU C-factor OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304961 PE=4 SV=1,51873000,46818000,0,0,0,0,28.022,259
E9GMZ8,E9GMZ8,tr|E9GMZ8|E9GMZ8_DAPPU Proteasome subunit alpha type OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231056 PE=3 SV=1,20403000,20023000,15438000,0,0,0,28.31,250
E9GN25,E9GN25,tr|E9GN25|E9GN25_DAPPU MPN domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304982 PE=4 SV=1,0,0,3209300,0,0,0,34.752,311
E9GN45,E9GN45,tr|E9GN45|E9GN45_DAPPU Estradiol 17-beta-dehydrogenase 8 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231057 PE=4 SV=1,27756000,24110000,25004000,0,0,0,26.91,256
E9GN60,E9GN60,tr|E9GN60|E9GN60_DAPPU Transaldolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304993 PE=3 SV=1,13418000,12969000,12685000,0,0,0,35.434,320
E9GN71,E9GN71,tr|E9GN71|E9GN71_DAPPU GH18 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_52904 PE=3 SV=1,366990000,215020000,235510000,0,96382000,0,49.268,442
E9GN83,E9GN83,tr|E9GN83|E9GN83_DAPPU PKS_ER domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_128610 PE=3 SV=1,0,6771200,0,0,0,0,38.1,355
E9GN88;I1VA98;C0L913;C0L8W8;C0L8V7;C0L8V3;C0L8V2,E9GN88;I1VA98;C0L913;C0L8W8,tr|E9GN88|E9GN88_DAPPU Protein-synthesizing GTPase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231062 PE=4 SV=1;tr|I1VA98|I1VA98_9CRUS Protein-synthesizing GTPase (Fragment) OS=Daphnia arenata OX=121628 PE=2 SV=1;tr|C0L913|C0L913_DAPPU Protein-synthesizing GTPa,10070000,9242400,7609300,0,0,0,50.885,468
E9GNE8,E9GNE8,tr|E9GNE8|E9GNE8_DAPPU Superoxide dismutase [Cu-Zn] OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231065 PE=3 SV=1,14157000,16226000,13243000,0,0,0,15.307,150
E9GNF6,E9GNF6,tr|E9GNF6|E9GNF6_DAPPU Cytochrome P450 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305015 PE=3 SV=1,9106500,8191300,9069000,0,0,0,61.623,543
E9GNG9,E9GNG9,"tr|E9GNG9|E9GNG9_DAPPU 2,4-dienoyl-CoA reductase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305017 PE=4 SV=1",88282000,80742000,80141000,0,0,0,33.167,310
E9GNH3,E9GNH3,tr|E9GNH3|E9GNH3_DAPPU Nucleoporin_C domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_245501 PE=3 SV=1,0,0,3497100,0,0,0,135.94,1229
E9GNX1;E9I0B4,E9GNX1;E9I0B4,"tr|E9GNX1|E9GNX1_DAPPU Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_245715 PE=3 SV=1;tr|E9I0B4|E9I0B4_DAPPU GCV_T domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300998 PE=3 SV",0,4327500,0,0,0,0,100.16,890
E9GNX8,E9GNX8,tr|E9GNX8|E9GNX8_DAPPU Superoxide dismutase [Cu-Zn] OS=Daphnia pulex OX=6669 GN=SOD1 PE=3 SV=1,23900000,22822000,18755000,0,0,0,18.131,176
E9GNZ5;E9GNZ3;E9GNZ6;E9GNZ4,E9GNZ5;E9GNZ3;E9GNZ6;E9GNZ4,tr|E9GNZ5|E9GNZ5_DAPPU Macroglobulin/complement OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320144 PE=4 SV=1;tr|E9GNZ3|E9GNZ3_DAPPU Macroglobulin/complement OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320142 PE=4 SV=1;tr|E9GNZ6|E9GNZ6_DAPPU Macroglobulin/complement ,3966300,4758900,0,0,0,0,178.92,1582
E9GP10,E9GP10,tr|E9GP10|E9GP10_DAPPU MFS domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305114 PE=4 SV=1,0,0,10216000,0,0,0,51.976,477
E9GP29,E9GP29,tr|E9GP29|E9GP29_DAPPU Nucleoporin p58/p45 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320173 PE=4 SV=1,0,0,7912400,0,0,0,50.295,479
E9GP82,E9GP82,tr|E9GP82|E9GP82_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320226 PE=3 SV=1,49889000,54352000,52318000,0,0,0,58.43,526
E9GP88,E9GP88,tr|E9GP88|E9GP88_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_105048 PE=3 SV=1,16910000,14958000,13989000,0,0,0,53.807,490
E9GP97,E9GP97,tr|E9GP97|E9GP97_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305140 PE=3 SV=1,0,0,12202000,0,0,0,54.015,491
E9GP98,E9GP98,tr|E9GP98|E9GP98_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305141 PE=3 SV=1,117500000,105270000,110930000,0,0,0,65.082,590
E9GP99,E9GP99,tr|E9GP99|E9GP99_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320238 PE=3 SV=1,0,0,3754800,0,0,0,63.265,561
E9GPB5,E9GPB5,tr|E9GPB5|E9GPB5_DAPPU Tetraspanin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_212974 PE=3 SV=1,0,0,10351000,0,0,0,29.45,268
E9GPB6,E9GPB6,"tr|E9GPB6|E9GPB6_DAPPU NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_53209 PE=3 SV=1",287780000,245790000,184400000,104650000,97990000,100870000,48.569,437
E9GPJ9;E9H8N2,E9GPJ9,tr|E9GPJ9|E9GPJ9_DAPPU Annexin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305145 PE=3 SV=1,202770000,199460000,200960000,0,0,0,49.856,462
E9GPR1;REV__E9GL67,E9GPR1,tr|E9GPR1|E9GPR1_DAPPU CLCA domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320397 PE=3 SV=1,33924000,30940000,26264000,0,0,0,129.79,1190
E9GPR8,E9GPR8,tr|E9GPR8|E9GPR8_DAPPU 60S ribosomal protein L27 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231081 PE=3 SV=1,19564000,0,0,0,0,0,15.794,136
E9GPT7;CON__ENSEMBL:ENSBTAP00000006074,E9GPT7,tr|E9GPT7|E9GPT7_DAPPU Thrombospondin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213033 PE=3 SV=1,40906000,33477000,34793000,0,0,0,74.808,682
E9GPV0,E9GPV0,tr|E9GPV0|E9GPV0_DAPPU Glutaminase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320441 PE=3 SV=1,17844000,14778000,12902000,0,0,0,70.605,630
E9GPY2,E9GPY2,tr|E9GPY2|E9GPY2_DAPPU Mitoferrin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_197988 PE=3 SV=1,0,0,2173400,0,0,0,39.601,372
E9GPY3,E9GPY3,"tr|E9GPY3|E9GPY3_DAPPU ABC protein, subfamily ABCH OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_197993 PE=3 SV=1",0,0,2729600,0,0,0,85.408,782
E9GQ73,E9GQ73,tr|E9GQ73|E9GQ73_DAPPU Nucleoporin_N domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320530 PE=3 SV=1,62675000,54214000,56043000,0,0,0,151.15,1372
E9GQH1,E9GQH1,tr|E9GQH1|E9GQH1_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_246429 PE=4 SV=1,0,0,0,0,57552000,0,37.756,333
E9GQJ7,E9GQJ7,tr|E9GQJ7|E9GQJ7_DAPPU GST-N-Metaxin-like protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_246453 PE=3 SV=1,7275900,7114000,7550400,0,0,0,34.086,298
E9GQN9,E9GQN9,tr|E9GQN9|E9GQN9_DAPPU (S)-3-amino-2-methylpropionate transaminase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213117 PE=3 SV=1,384550000,345810000,372320000,0,0,0,54.376,484
E9GQP0,E9GQP0,tr|E9GQP0|E9GQP0_DAPPU C1q-like adipose specific protein-like protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_105408 PE=4 SV=1,0,0,4429500,0,0,0,33.835,306
E9GQS6,E9GQS6,tr|E9GQS6|E9GQS6_DAPPU Peptidase S1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_225480 PE=4 SV=1,0,0,3626500,0,0,0,43.172,398
E9GQU4,E9GQU4,tr|E9GQU4|E9GQU4_DAPPU C-type lectin domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305228 PE=4 SV=1,0,0,19294000,0,0,0,17.623,159
E9GQV4,E9GQV4,tr|E9GQV4|E9GQV4_DAPPU Protein kinase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_105452 PE=4 SV=1,0,0,0,0,0,179090000,113.69,1021
E9GQX0,E9GQX0,tr|E9GQX0|E9GQX0_DAPPU Sodium/calcium exchanger 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_53556 PE=3 SV=1,0,0,4460800,0,0,0,79.113,721
E9GQX1,E9GQX1,tr|E9GQX1|E9GQX1_DAPPU Chloroplast protein-transporting ATPase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_53458 PE=4 SV=1,0,0,0,2934100,0,0,55.842,490
E9GQY2,E9GQY2,"tr|E9GQY2|E9GQY2_DAPPU ATP synthase subunit d, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231100 PE=3 SV=1",87514000,81644000,78679000,0,0,0,19.189,168
E9GQY5,E9GQY5,tr|E9GQY5|E9GQY5_DAPPU RNA helicase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213150 PE=3 SV=1,0,0,5237300,0,0,0,54.498,487
E9GQY8,E9GQY8,tr|E9GQY8|E9GQY8_DAPPU Oligopeptidase A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305261 PE=3 SV=1,182560000,114080000,117470000,0,0,53438000,82.581,723
E9GQY9,E9GQY9,tr|E9GQY9|E9GQY9_DAPPU 40S ribosomal protein SA OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_320706 PE=3 SV=1,17523000,11628000,11098000,27296000,31514000,30129000,32.909,301
E9HJ37;E9GR53;E9HKN5,E9HJ37;E9GR53;E9HKN5,tr|E9HJ37|E9HJ37_DAPPU 40S ribosomal protein S2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_330280 PE=3 SV=1;tr|E9GR53|E9GR53_DAPPU 40S ribosomal protein S2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_92887 PE=3 SV=1;tr|E9HKN5|E9HKN5_DAPPU 40S ribosomal protein S2 O,92018000,97344000,110080000,0,0,0,17.786,165
E9GRE9,E9GRE9,tr|E9GRE9|E9GRE9_DAPPU Titin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305290 PE=4 SV=1,579960000,655060000,804360000,217430000,231460000,226870000,539.39,4816
E9GRF2,E9GRF2,tr|E9GRF2|E9GRF2_DAPPU Coiled-coil domain containing 141 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_105670 PE=4 SV=1,0,0,1561300,0,0,0,267.88,2434
E9GRK1,E9GRK1,tr|E9GRK1|E9GRK1_DAPPU Polyadenylate-binding protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299632 PE=3 SV=1,19100000,17316000,17086000,22035000,0,0,64.272,574
E9GRP7,E9GRP7,tr|E9GRP7|E9GRP7_DAPPU Mitochondrial import inner membrane translocase subunit TIM44 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305300 PE=3 SV=1,0,4624100,0,0,0,0,47.871,420
E9GRT9,E9GRT9,tr|E9GRT9|E9GRT9_DAPPU W2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_198197 PE=3 SV=1,0,0,3217400,0,0,0,47.817,418
E9GS30,E9GS30,tr|E9GS30|E9GS30_DAPPU Subtilisin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305346 PE=4 SV=1,0,3619300,0,0,0,0,63.711,562
E9GS31,E9GS31,tr|E9GS31|E9GS31_DAPPU DAO domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305386 PE=4 SV=1,32472000,33795000,33507000,0,0,0,51.172,462
E9GS42,E9GS42,tr|E9GS42|E9GS42_DAPPU Mitochondrial import receptor subunit TOM40 homolog 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_128731 PE=3 SV=1,31899000,30418000,21990000,0,0,0,33.328,313
E9GS77,E9GS77,"tr|E9GS77|E9GS77_DAPPU Isovaleryl-CoA dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_53968 PE=3 SV=1",221430000,197750000,186950000,117200000,109620000,103640000,43.321,394
E9GSB7,E9GSB7,tr|E9GSB7|E9GSB7_DAPPU MARVEL domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_225638 PE=4 SV=1,0,0,23524000,0,0,0,16.795,151
E9GSC3,E9GSC3,tr|E9GSC3|E9GSC3_DAPPU HSF_DOMAIN domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213340 PE=3 SV=1,0,0,34434000,0,0,0,65.261,586
E9GSF3,E9GSF3,tr|E9GSF3|E9GSF3_DAPPU UDP-glucose:glycoprotein glucosyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_198312 PE=3 SV=1,127020000,121670000,124610000,0,0,0,169.74,1509
E9GSH2,E9GSH2,tr|E9GSH2|E9GSH2_DAPPU Peptidase_M28 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_225662 PE=4 SV=1,199870000,119240000,108170000,71730000,70664000,71030000,45.598,407
E9GSI0,E9GSI0,tr|E9GSI0|E9GSI0_DAPPU T-complex protein 1 subunit beta OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213377 PE=3 SV=1,0,0,0,0,0,20590000,57.953,534
E9GSQ2,E9GSQ2,tr|E9GSQ2|E9GSQ2_DAPPU Phospholipase B-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213420 PE=3 SV=1,0,0,3866000,0,0,0,64.84,567
E9GSR2;E9GSR0;E9GSQ9;E9GSR3;E9GSQ8,E9GSR2;E9GSR0;E9GSQ9,tr|E9GSR2|E9GSR2_DAPPU G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Daphnia pulex OX=6669 GN=LOPB5 PE=3 SV=1;tr|E9GSR0|E9GSR0_DAPPU G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Daphnia pulex OX=6669 GN=LOPB4 PE=3 SV=1;tr|E9GSQ9|E9GSQ9_DAPPU G_PRO,16734000,11108000,11894000,0,0,0,43.258,387
E9GSY7,E9GSY7,tr|E9GSY7|E9GSY7_DAPPU Notch 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_247827 PE=3 SV=1,54843000,46741000,40693000,36983000,0,47186000,423.52,3881
E9GT27,E9GT27,tr|E9GT27|E9GT27_DAPPU AMP-binding domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213488 PE=4 SV=1,0,0,3494200,0,0,0,79.456,707
E9GT82,E9GT82,tr|E9GT82|E9GT82_DAPPU Staphylococcal nuclease domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305840 PE=4 SV=1,10785000,12046000,12623000,0,0,0,101.63,913
E9GTA6;E9GUJ9,E9GTA6,tr|E9GTA6|E9GTA6_DAPPU Aldedh domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305826 PE=3 SV=1,10746000,10491000,8985600,0,0,0,52.857,489
E9GTA8,E9GTA8,tr|E9GTA8|E9GTA8_DAPPU Calcium/calmodulin-dependent protein kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_198415 PE=3 SV=1,23236000,19711000,18762000,0,0,0,59.192,524
E9GTL9,E9GTL9,tr|E9GTL9|E9GTL9_DAPPU Fatty acyl-CoA reductase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_321695 PE=3 SV=1,11337000,9891300,12947000,0,0,0,56.926,500
E9GTM2,E9GTM2,tr|E9GTM2|E9GTM2_DAPPU Chitin-binding type-2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_106356 PE=4 SV=1,24657000,16986000,17174000,0,0,0,16.9,145
E9GTM3,E9GTM3,tr|E9GTM3|E9GTM3_DAPPU PNP_UDP_1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305911 PE=3 SV=1,0,0,3141500,0,0,0,41.401,370
E9GTN3,E9GTN3,tr|E9GTN3|E9GTN3_DAPPU Laminin subunit gamma-1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_321711 PE=4 SV=1,378750000,382990000,124910000,0,25129000,18575000,178.09,1626
E9GTN4,E9GTN4,tr|E9GTN4|E9GTN4_DAPPU PKS_ER domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_54597 PE=4 SV=1,0,0,0,0,0,75343000,34.136,323
E9GTN6,E9GTN6,tr|E9GTN6|E9GTN6_DAPPU Dehydrogenase/reductase SDR family member 12 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_54584 PE=4 SV=1,0,0,4421400,0,0,0,35.974,323
E9GTP3,E9GTP3,tr|E9GTP3|E9GTP3_DAPPU Clathrin heavy chain OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213575 PE=3 SV=1,174000000,213310000,272690000,28544000,48448000,15278000,190.22,1663
E9GTP4,E9GTP4,tr|E9GTP4|E9GTP4_DAPPU Voltage-dependent anion-selective channel OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231133 PE=3 SV=1,1246500000,1282000000,904070000,139900000,157950000,165510000,30.312,281
E9GTQ5,E9GTQ5,tr|E9GTQ5|E9GTQ5_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305875 PE=4 SV=1,0,0,6135900,0,0,0,42.987,374
E9GTR3,E9GTR3,tr|E9GTR3|E9GTR3_DAPPU Ribosomal protein L15 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231144 PE=3 SV=1,128500000,119810000,119430000,0,92336000,59151000,23.994,204
E9GTS6;E9GTS7,E9GTS6;E9GTS7,tr|E9GTS6|E9GTS6_DAPPU Trypsin-like protein variant 1 OS=Daphnia pulex OX=6669 GN=TRY5E PE=4 SV=1;tr|E9GTS7|E9GTS7_DAPPU Trypsin-like protein variant 2 OS=Daphnia pulex OX=6669 GN=TRY5E PE=4 SV=1,9650000,7413500,6632200,0,0,0,25.81,240
E9GTT0,E9GTT0,tr|E9GTT0|E9GTT0_DAPPU Trypsin OS=Daphnia pulex OX=6669 GN=TRY5F PE=4 SV=1,249490000,282900000,290800000,56830000,0,63258000,30.14,288
E9GTT1,E9GTT1,tr|E9GTT1|E9GTT1_DAPPU Trypsin OS=Daphnia pulex OX=6669 GN=TRY5G PE=4 SV=1,32013000,31314000,24010000,0,0,0,29.725,287
E9GTU0,E9GTU0,tr|E9GTU0|E9GTU0_DAPPU Sema domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_54505 PE=4 SV=1,0,0,27437000,0,0,0,104.77,945
E9GTV6;A0A4Y7MWC2;A0A4Y7MTK0;A0A4Y7MS88,E9GTV6;A0A4Y7MWC2;A0A4Y7MTK0;A0A4Y7MS88,tr|E9GTV6|E9GTV6_DAPPU EOG090X09EZ OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213631 PE=3 SV=1;tr|A0A4Y7MWC2|A0A4Y7MWC2_DAPPU EOG090X09EZ OS=Daphnia pulex OX=6669 GN=EOG090X09EZ PE=2 SV=1;tr|A0A4Y7MTK0|A0A4Y7MTK0_DAPPU EOG090X09EZ OS=Daphnia pulex OX=6669 GN=E,60200000,55265000,54001000,74322000,0,0,37.486,332
E9GTX9,E9GTX9,tr|E9GTX9|E9GTX9_DAPPU 60S ribosomal protein L27a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231165 PE=3 SV=1,4395100,4430900,0,0,0,0,16.876,148
E9GTZ2,E9GTZ2,tr|E9GTZ2|E9GTZ2_DAPPU Cytochrome b5 heme-binding domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_36528 PE=3 SV=1,54426000,46565000,46294000,0,0,0,13.979,124
E9GTZ4,E9GTZ4,tr|E9GTZ4|E9GTZ4_DAPPU Prohibitin OS=Daphnia pulex OX=6669 GN=phb1 PE=2 SV=1,620890000,570870000,616590000,161960000,137250000,154800000,29.822,272
E9GTZ5,E9GTZ5,tr|E9GTZ5|E9GTZ5_DAPPU Molybdate-anion transporter OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_321809 PE=3 SV=1,0,0,5981500,0,0,0,50.778,454
E9GU24,E9GU24,tr|E9GU24|E9GU24_DAPPU CUB domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_106548 PE=4 SV=1,0,0,14835000,0,0,0,47.88,444
E9GU31,E9GU31,tr|E9GU31|E9GU31_DAPPU GTP-binding nuclear protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305970 PE=3 SV=1,0,0,2552700,0,0,0,24.607,215
E9GU43,E9GU43,tr|E9GU43|E9GU43_DAPPU Angiotensin-converting enzyme OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306022 PE=3 SV=1,12086000,10369000,13703000,0,0,0,75.805,653
E9GU57,E9GU57,tr|E9GU57|E9GU57_DAPPU NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_198715 PE=3 SV=1,77773000,68743000,68958000,0,0,0,17.338,145
E9GUA5,E9GUA5,tr|E9GUA5|E9GUA5_DAPPU Circadian clock-controlled protein-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305989 PE=4 SV=1,0,0,7677200,0,0,0,49.642,446
E9GUD7,E9GUD7,tr|E9GUD7|E9GUD7_DAPPU PlsC domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_188541 PE=3 SV=1,0,6999900,0,0,0,0,44.322,391
E9I2A8;E9GUJ4,E9I2A8;E9GUJ4,tr|E9I2A8|E9I2A8_DAPPU Cytochrome c oxidase subunit ndufa4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93873 PE=4 SV=1;tr|E9GUJ4|E9GUJ4_DAPPU Cytochrome c oxidase subunit ndufa4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231182 PE=4 SV=1,0,24213000,0,0,0,0,9.0694,80
E9GUJ6;E9HE42,E9GUJ6;E9HE42,tr|E9GUJ6|E9GUJ6_DAPPU SSD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_321920 PE=3 SV=1;tr|E9HE42|E9HE42_DAPPU SSD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328579 PE=3 SV=1,58685000,50521000,46498000,33516000,37348000,0,151.52,1352
E9GUJ7,E9GUJ7,tr|E9GUJ7|E9GUJ7_DAPPU Ras-related protein Rab-8A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_106641 PE=4 SV=1,0,0,0,0,2542600,0,23.937,211
E9GUW1,E9GUW1,tr|E9GUW1|E9GUW1_DAPPU Ras-related protein Rab-7a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231190 PE=4 SV=1,78148000,71875000,64900000,36367000,42166000,38283000,23.534,208
E9GUW4,E9GUW4,tr|E9GUW4|E9GUW4_DAPPU Nucleoporin Nup54 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306090 PE=4 SV=1,78853000,68229000,68959000,0,0,0,64.907,608
E9GUX6;E9GYK0,E9GUX6,"tr|E9GUX6|E9GUX6_DAPPU Aconitate hydratase, mitochondrial OS=Daphnia pulex OX=6669 GN=ACN2 PE=3 SV=1",1909600000,1784700000,1760200000,331200000,321730000,314660000,86.107,792
E9GVC7,E9GVC7,tr|E9GVC7|E9GVC7_DAPPU Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306117 PE=3 SV=1,16834000,12739000,0,0,0,0,32.645,289
E9GVD1,E9GVD1,"tr|E9GVD1|E9GVD1_DAPPU Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306118 PE=3 SV=1",235310000,236760000,272960000,115510000,124980000,99824000,34.432,327
E9GVE2,E9GVE2,tr|E9GVE2|E9GVE2_DAPPU Tetraspanin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_322264 PE=4 SV=1,0,0,2843700,0,0,0,35.159,318
E9GVE9,E9GVE9,"tr|E9GVE9|E9GVE9_DAPPU Enoyl-CoA hydratase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_322268 PE=3 SV=1",43411000,44347000,44890000,0,0,0,31.537,295
E9GVF2,E9GVF2,tr|E9GVF2|E9GVF2_DAPPU PPPDE domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_198868 PE=3 SV=1,0,0,2243800,0,0,0,59.59,537
E9GVF4,E9GVF4,"tr|E9GVF4|E9GVF4_DAPPU 2,3-bisphosphoglycerate 3-phosphatase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_248902 PE=4 SV=1",150650000,156990000,134050000,74633000,71875000,72435000,60.66,528
