Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides IDI-1,Peptides IDI-2,Peptides IDI-3,Peptides IDLL-1,Peptides IDLL-2,Peptides IDLL-3,Razor + unique peptides IDI-1,Razor + unique peptides IDI-2,Razor + unique peptides IDI-3,Razor + unique peptides IDLL-1,Razor + unique peptides IDLL-2,Razor + unique peptides IDLL-3,Unique peptides IDI-1,Unique peptides IDI-2,Unique peptides IDI-3,Unique peptides IDLL-1,Unique peptides IDLL-2,Unique peptides IDLL-3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Identification type IDI-1,Identification type IDI-2,Identification type IDI-3,Identification type IDLL-1,Identification type IDLL-2,Identification type IDLL-3,Sequence coverage IDI-1 [%],Sequence coverage IDI-2 [%],Sequence coverage IDI-3 [%],Sequence coverage IDLL-1 [%],Sequence coverage IDLL-2 [%],Sequence coverage IDLL-3 [%],Intensity,Intensity IDI-1,Intensity IDI-2,Intensity IDI-3,Intensity IDLL-1,Intensity IDLL-2,Intensity IDLL-3,iBAQ peptides,iBAQ,iBAQ IDI-1,iBAQ IDI-2,iBAQ IDI-3,iBAQ IDLL-1,iBAQ IDLL-2,iBAQ IDLL-3,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,MS/MS count IDI-1,MS/MS count IDI-2,MS/MS count IDI-3,MS/MS count IDLL-1,MS/MS count IDLL-2,MS/MS count IDLL-3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
E9HSV9;E9GV58;E9HIP3;E9HGL1;E9HEM9;E9I351;E9HUL6;E9HSZ4;E9HGK9;E9HG40,E9HSV9,55;2;2;1;1;1;1;1;1;1,55;2;2;1;1;1;1;1;1;1,55;2;2;1;1;1;1;1;1;1,tr|E9HSV9|E9HSV9_DAPPU Paramyosin OS=Daphnia pulex OX=6669 GN=PMY PE=4 SV=1,10,55,55,55,54,54,54,14,11,13,54,54,54,14,11,13,54,54,54,14,11,13,52.7,52.7,52.7,103.75,886,886;156;222;73;75;78;78;78;78;78,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,52.7,51.0,52.7,17.5,14.0,16.3,21111000000,6842600000,7276700000,6724200000,98041000,83641000,86250000,48,439820000,142550000.0,151600000.0,140090000,2042500.0,1742500.0,1796900.0,6852900000,7183900000,6662700000,1057100000,913550000,961130000,86,84,75,6,4,7,262,,,,1263,15;86;138;429;436;874;903;1348;1349;1746;2494;2822;3035;3101;3140;3281;3325;3326;3333;3342;3347;3357;3537;3554;3665;3712;3803;3814;3815;3828;3829;3913;3963;4370;4371;4441;4572;4574;4581;4606;4644;4671;4701;4709;4713;4970;5133;5134;5434;6142;6164;6189;6200;6378;6379,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,15;16;91;146;446;453;903;933;1398;1399;1810;2579;2580;2927;3148;3219;3260;3406;3450;3451;3458;3467;3472;3482;3670;3687;3688;3805;3852;3853;3945;3956;3957;3972;3973;4058;4110;4111;4112;4567;4568;4641;4773;4775;4776;4783;4784;4809;4810;4849;4876;4907;4915;4916;4920;5184;5353;5354;5666;6401;6423;6450;6461;6646;6647,56;57;58;59;60;61;62;63;64;65;66;67;384;385;386;592;593;594;1878;1879;1880;1881;1882;1883;1902;1903;1904;1905;1906;1907;3749;3750;3751;3871;3872;3873;5819;5820;5821;5822;5823;5824;5825;5826;7436;7437;7438;7439;7440;7441;7442;7443;7444;10651;10652;10653;10654;10655;10656;10657;10658;10659;10660;10661;10662;10663;12118;12119;13093;13094;13095;13443;13444;13445;13613;13614;13615;14253;14254;14255;14439;14440;14441;14442;14443;14444;14445;14446;14447;14448;14449;14450;14466;14467;14468;14469;14470;14471;14508;14509;14510;14511;14512;14513;14514;14530;14531;14532;14533;14534;14535;14569;14570;14571;15557;15558;15559;15560;15561;15562;15621;15622;15623;15624;15625;15626;15627;15628;15629;16081;16082;16083;16084;16085;16086;16271;16272;16273;16274;16275;16276;16277;16278;16680;16681;16682;16720;16721;16722;16723;16724;16725;16726;16727;16728;16729;16730;16731;16785;16786;16787;16788;16789;16790;17114;17115;17116;17117;17118;17119;17120;17121;17122;17123;17333;17334;17335;17336;17337;17338;17339;17340;17341;17342;17343;17344;17345;17346;17347;17348;17349;17350;17351;17352;19180;19181;19182;19183;19184;19185;19186;19187;19188;19189;19190;19467;19468;19469;19470;19471;19472;19992;19993;19994;19998;19999;20000;20001;20002;20003;20004;20005;20006;20007;20008;20009;20038;20039;20040;20041;20042;20043;20151;20152;20153;20154;20155;20156;20157;20158;20159;20160;20161;20162;20337;20338;20339;20340;20341;20342;20444;20445;20446;20601;20602;20603;20604;20605;20606;20607;20608;20641;20642;20643;20644;20645;20646;20647;20648;20649;20663;20664;20665;20666;20667;20668;21745;21746;21747;21748;21749;21750;22444;22445;22446;22447;22448;22449;22450;23761;23762;23763;26838;26839;26840;26841;26842;26843;26941;26942;26943;26944;26945;26946;27053;27054;27055;27056;27057;27058;27094;27095;27096;27835;27836;27837;27838;27839;27840;27841;27842;27843,37;38;39;40;41;42;43;44;45;298;433;434;435;1367;1368;1369;1370;1371;1385;1386;1387;2848;2849;2850;2933;2934;2935;4366;4367;4368;4369;4370;4371;5558;5559;5560;5561;5562;5563;7974;7975;7976;7977;7978;7979;7980;7981;7982;7983;7984;7985;9134;9891;10111;10112;10113;10222;10223;10224;10669;10670;10671;10784;10785;10786;10787;10788;10789;10790;10791;10792;10793;10794;10795;10796;10797;10807;10808;10809;10810;10811;10812;10836;10837;10838;10839;10840;10841;10857;10858;10859;10860;10861;10862;10884;11877;11878;11879;11933;11934;11935;11936;12258;12403;12404;12405;12406;12407;12408;12409;12410;12729;12730;12731;12760;12761;12762;12763;12764;12765;12766;12767;12768;12769;12801;12802;12803;12804;12805;13037;13038;13039;13040;13041;13042;13043;13187;13188;13189;13190;13191;13192;13193;13194;13195;13196;13197;13198;13199;14555;14556;14557;14558;14559;14560;14561;14562;14563;14564;14763;14764;14765;14766;14767;14768;15132;15133;15137;15138;15139;15140;15141;15142;15143;15144;15145;15146;15147;15165;15166;15167;15168;15169;15170;15250;15251;15252;15253;15254;15255;15256;15257;15258;15259;15260;15261;15391;15392;15393;15394;15475;15476;15477;15585;15586;15587;15588;15589;15590;15609;15610;15611;15612;15613;15614;15615;15626;15627;15628;15629;15630;16408;16409;16410;16411;16412;16413;16414;16415;16416;16933;16934;16935;16936;16937;16938;17987;20320;20321;20322;20323;20324;20325;20406;20407;20408;20409;20410;20411;20482;20483;20484;20485;20486;20487;20488;20489;20520;20521;20522;21070;21071;21072;21073;21074;21075;21076,41;298;433;1367;1386;2848;2935;4366;4370;5559;7984;9134;9891;10112;10222;10669;10786;10796;10809;10837;10861;10884;11879;11934;12258;12408;12729;12762;12766;12802;12804;13040;13197;14556;14560;14765;15133;15143;15168;15254;15393;15477;15585;15614;15626;16409;16934;16937;17987;20321;20408;20482;20520;21071;21076,318;319;320;321;322;323;324;325;326;327;328,74;123;493;497;522;589;601;614;621;638;699,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
E9HSW0,E9HSW0,3,3,3,tr|E9HSW0|E9HSW0_DAPPU Neurocalcin homolog OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_65663 PE=4 SV=1,1,3,3,3,3,2,2,0,0,0,3,2,2,0,0,0,3,2,2,0,0,0,16.1,16.1,16.1,21.99,192,192,0.0,5.4291,By MS/MS,By MS/MS,By MS/MS,,,,16.1,9.4,12.5,0.0,0.0,0.0,35225000,21565000,1694600,11966000,0,0,0,14,2516100,1540300.0,121040.0,854700,0.0,0.0,0.0,17238000,0,16644000,0,0,0,2,2,2,0,0,0,6,,,,1264,1622;3018;3786,True;True;True,1681;3130;3927,6950;6951;13025;13026;16563;16564;16565,5204;5205;9847;12629;12630;12631,5205;9847;12629,,,-1
E9HSW1,E9HSW1,3,3,3,tr|E9HSW1|E9HSW1_DAPPU Neuronal calcium sensor 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333459 PE=4 SV=1,1,3,3,3,3,2,3,1,0,0,3,2,3,1,0,0,3,2,3,1,0,0,26.1,26.1,26.1,21.543,188,188,0.0,18.005,By MS/MS,By MS/MS,By MS/MS,By matching,,,26.1,17.0,26.1,4.3,0.0,0.0,61228000,25918000,17290000,17584000,436970,0,0,13,4709900,1993700.0,1330000.0,1352600,33613.0,0.0,0.0,25265000,17951000,17706000,0,0,0,3,0,1,0,0,0,4,,,,1265,1280;2993;3821,True;True;True,1328;3105;3965,5511;5512;12909;12910;12911;16751;16752;16753;16754,4152;4153;9759;9760;9761;12781,4152;9759;12781,,,-1
E9HT04,E9HT04,1,1,1,tr|E9HT04|E9HT04_DAPPU Ras-related protein Ral-a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303962 PE=4 SV=1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,5.5,5.5,5.5,22.872,201,201,0.0071485,1.3078,,By MS/MS,By matching,,By matching,,0.0,5.5,5.5,0.0,5.5,0.0,12472000,0,6340800,5527600,0,604050,0,9,1385800,0.0,704530.0,614180,0.0,67116.0,0.0,0,0,0,0,6538800,0,0,1,0,0,0,0,1,,,,1266,5950,True,6203,26051;26052;26053,19715,19715,,,-1
E9HT06;CON__P62894,E9HT06,5;1,5;1,5;1,tr|E9HT06|E9HT06_DAPPU Cytochrome c domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93752 PE=3 SV=1,2,5,5,5,5,5,5,0,1,0,5,5,5,0,1,0,5,5,5,0,1,0,41.7,41.7,41.7,11.843,108,108;105,0.0,26.676,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,,41.7,41.7,41.7,0.0,6.5,0.0,171690000,48769000,64602000,57685000,0,633290,0,7,24527000,6967000.0,9228900.0,8240800,0.0,90470.0,0.0,45728000,66157000,59425000,0,0,0,3,5,4,0,0,0,12,,,,1267,84;3157;3182;5392;5394,True;True;True;True;True,89;3278;3303;5621;5624,378;379;380;13674;13675;13676;13795;13796;13797;13798;23535;23536;23537;23548;23549;23550,292;293;294;10262;10263;10346;17770;17771;17772;17782;17783;17784,293;10262;10346;17772;17783,,,-1;-1
E9HTG8,E9HTG8,3,3,3,tr|E9HTG8|E9HTG8_DAPPU Carboxylic ester hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304160 PE=3 SV=1,1,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,5.5,5.5,5.5,66.14,598,598,0.0,12.266,By MS/MS,By MS/MS,By MS/MS,,,,5.5,5.5,5.5,0.0,0.0,0.0,72876000,27431000,23636000,21809000,0,0,0,26,2802900,1055000.0,909080.0,838820,0.0,0.0,0.0,27343000,23238000,22408000,0,0,0,3,3,3,0,0,0,9,,,,1268,762;2772;5241,True;True;True,789;2873;5463,3334;3335;3336;11875;11876;11877;22876;22877;22878,2518;2519;2520;8926;8927;8928;17258;17259;17260,2518;8926;17258,,,-1
E9HTR5,E9HTR5,5,5,5,tr|E9HTR5|E9HTR5_DAPPU RNA helicase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_219465 PE=4 SV=1,1,5,5,5,5,3,4,1,1,1,5,3,4,1,1,1,5,3,4,1,1,1,12.2,12.2,12.2,48.559,425,425,0.0,9.9041,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,12.2,6.4,9.4,1.6,1.6,1.6,74070000,21987000,16875000,21891000,4176000,4707900,4433000,20,3703500,1099300.0,843740.0,1094600,208800.0,235400.0,221650.0,20720000,19158000,21141000,0,0,0,3,2,4,0,1,0,10,,,,1269,808;1121;2316;2805;5064,True;True;True;True;True,835;1165;2399;2908;5284,3482;3483;3484;4866;4867;4868;4869;4870;4871;9876;12007;12008;12009;22182;22183,2640;3673;3674;3675;3676;7398;9016;9017;9018;16741,2640;3674;7398;9017;16741,,,-1
E9HTS0,E9HTS0,1,1,1,tr|E9HTS0|E9HTS0_DAPPU Rho GTPase-activating protein 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304228 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2.5,2.5,2.5,55.865,486,486,0.0,2.9891,By MS/MS,By MS/MS,By MS/MS,,,,2.5,2.5,2.5,0.0,0.0,0.0,9721800,3332700,3368200,3020900,0,0,0,15,648120,222180.0,224540.0,201400,0.0,0.0,0.0,0,0,3109600,0,0,0,1,1,1,0,0,0,3,,,,1270,2973,True,3085,12832;12833;12834,9691;9692;9693,9692,,,-1
E9HTS4;I1VC02;I1VC01;I1VC00;I1VBZ4;I1VBZ3;I1VBZ1;I1VBZ9,E9HTS4,28;7;7;7;7;7;7;6,28;7;7;7;7;7;7;6,28;7;7;7;7;7;7;6,tr|E9HTS4|E9HTS4_DAPPU CD109 antigen OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229736 PE=4 SV=1,8,28,28,28,27,28,27,7,9,7,27,28,27,7,9,7,27,28,27,7,9,7,17.4,17.4,17.4,186.05,1640,1640;337;337;337;337;337;337;337,0.0,221.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.8,17.4,16.8,3.7,4.9,3.7,1871400000,652240000,616290000,563750000,11908000,16973000,10212000,81,23103000,8052400.0,7608500.0,6959900,147010.0,209540.0,126070.0,672270000,523750000,511450000,174380000,229480000,139810000,27,26,23,0,0,0,76,,,,1271,151;174;294;546;569;1233;1490;1893;1905;2731;2858;2939;3284;3340;3349;3635;3762;4511;4853;4854;5192;5441;5793;5974;6195;6296;6562;6637,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,159;182;305;564;587;1278;1544;1964;1976;2829;2965;3051;3409;3465;3474;3774;3903;4712;5064;5065;5413;5673;6045;6228;6456;6561;6836;6915,635;636;637;721;722;723;1255;1256;1257;1258;1259;2402;2403;2404;2483;2484;2485;5322;5323;5324;6421;6422;6423;6424;8130;8131;8132;8168;8169;8170;11653;11654;11655;11656;11657;11658;12287;12288;12289;12697;12698;12699;12700;12701;14263;14264;14265;14266;14267;14268;14493;14494;14495;14496;14497;14498;14499;14500;14501;14539;14540;14541;14542;14543;15966;15967;15968;16480;16481;16482;16483;16484;16485;19714;19715;19716;21269;21270;21271;21272;21273;21274;22686;22687;22688;23786;25389;25390;25391;25392;25393;25394;25395;25396;25397;26163;26164;26165;27074;27075;27076;27077;27078;27509;27510;27511;27512;27513;27514;28630;28631;28632;28915;28916;28917;28918;28919,463;464;465;529;530;531;945;946;947;1805;1806;1872;1873;1874;4014;4015;4798;4799;4800;6094;6095;6096;6122;6123;8758;8759;9275;9276;9277;9586;9587;9588;10675;10676;10677;10827;10828;10829;10830;10831;10832;10866;10867;10868;12190;12566;12567;12568;12569;14946;14947;14948;16040;16041;16042;16043;16044;16045;17102;17103;17104;17999;19250;19251;19252;19253;19806;19807;20504;20505;20506;20507;20855;20856;20857;21672;21673;21674;21867;21868;21869,463;529;945;1806;1874;4014;4800;6095;6123;8759;9276;9587;10675;10830;10866;12190;12567;14946;16042;16045;17103;17999;19252;19806;20505;20857;21673;21869,,,-1;-1;-1;-1;-1;-1;-1;-1
E9HTT5,E9HTT5,3,3,3,"tr|E9HTT5|E9HTT5_DAPPU Beta,beta-carotene 9,10-oxygenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333779 PE=3 SV=1",1,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,8.1,8.1,8.1,59.874,533,533,0.0,11.868,By MS/MS,By MS/MS,By MS/MS,,,,8.1,8.1,8.1,0.0,0.0,0.0,46951000,16935000,15137000,14879000,0,0,0,31,1514500,546280.0,488290.0,479980,0.0,0.0,0.0,16727000,15074000,15249000,0,0,0,2,3,2,0,0,0,7,,,,1272,1648;1895;5336,True;True;True,1707;1966;5561,7056;7057;7058;8136;8137;8138;23287;23288;23289,5275;5276;5277;6098;6099;17567;17568;17569,5275;6098;17567,,,-1
E9HTZ2,E9HTZ2,2,1,1,tr|E9HTZ2|E9HTZ2_DAPPU Aldedh domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304255 PE=4 SV=1,1,2,1,1,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,9.0,5.2,5.2,38.459,346,346,0.0,3.0159,By MS/MS,By MS/MS,By MS/MS,,,,9.0,9.0,9.0,0.0,0.0,0.0,24580000,8100000,10165000,6314700,0,0,0,19,1293700,426320.0,535000.0,332350,0.0,0.0,0.0,0,0,6500100,0,0,0,1,1,1,0,0,0,3,,,,1274,3945;5129,True;False,4090;5349,17249;17250;17251;22412;22413;22414,13121;13122;13123;16908;16909;16910,13123;16908,,,-1
E9HU52,E9HU52,4,4,4,tr|E9HU52|E9HU52_DAPPU 40S ribosomal protein S19 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231884 PE=3 SV=1,1,4,4,4,4,4,4,1,1,1,4,4,4,1,1,1,4,4,4,1,1,1,18.2,18.2,18.2,15.924,143,143,0.0,6.5537,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.2,18.2,18.2,4.9,4.9,4.9,87219000,32617000,15580000,37010000,0,1057100,954760,6,14536000,5436200.0,2596600.0,6168300,0.0,176190.0,159130.0,29477000,28243000,28226000,0,0,0,3,3,3,1,1,0,11,,,,1275,3170;3848;6046;6114,True;True;True;True,3291;3992;6303;6372,13726;13727;13728;16855;16856;16857;16858;16859;16860;16861;16862;26460;26461;26462;26717;26718;26719,10290;10291;10292;12846;12847;12848;12849;12850;20040;20041;20235,10290;12847;20040;20235,,,-1
E9HUB0;E9HNV1;E9I088;E9HNV3,E9HUB0,10;4;2;1,10;4;2;1,10;4;2;1,tr|E9HUB0|E9HUB0_DAPPU Electron transfer flavoprotein-ubiquinone oxidoreductase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304399 PE=4 SV=1,4,10,10,10,9,9,10,2,0,1,9,9,10,2,0,1,9,9,10,2,0,1,15.9,15.9,15.9,67.177,610,610;498;238;700,0.0,135.42,By MS/MS,By MS/MS,By MS/MS,By matching,,By matching,14.8,14.8,15.9,2.6,0.0,1.5,772440000,267400000,259540000,244240000,756540,0,507720,32,24139000,8356100.0,8110700.0,7632400,23642.0,0.0,15866.0,187660000,399210000,162920000,30943000,0,0,11,13,10,0,0,0,34,,,,1276,1454;1632;1651;1962;1963;2084;2624;2963;4586;4686,True;True;True;True;True;True;True;True;True;True,1507;1691;1710;2034;2035;2162;2717;3075;4789;4892,6282;6283;6284;6285;6286;6992;6993;6994;6995;7063;7064;7065;8389;8390;8391;8392;8393;8394;8395;8396;8397;8398;8399;8400;8890;8891;8892;11191;11192;11193;11194;11195;11196;12796;12797;12798;12799;12800;12801;20066;20067;20068;20544,4704;4705;5229;5230;5280;5281;5282;6278;6279;6280;6281;6282;6283;6284;6285;6286;6287;6288;6658;8395;8396;8397;8398;8399;9657;9658;9659;9660;9661;9662;15186;15187;15188;15550,4705;5229;5280;6280;6288;6658;8395;9658;15186;15550,,,-1;-1;-1;-1
E9HUC7,E9HUC7,1,1,1,tr|E9HUC7|E9HUC7_DAPPU Aminopeptidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304409 PE=3 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.4,1.4,1.4,106.88,944,944,0.0,5.2754,By MS/MS,By matching,By MS/MS,,,,1.4,1.4,1.4,0.0,0.0,0.0,9433500,3607900,2924600,2900900,0,0,0,44,214400,81998.0,66469.0,65929,0.0,0.0,0.0,0,0,2986100,0,0,0,1,0,1,0,0,0,2,,,,1277,6490,True,6761,28343;28344;28345,21474;21475,21474,,,-1
E9HUJ5,E9HUJ5,11,11,11,"tr|E9HUJ5|E9HUJ5_DAPPU Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304522 PE=3 SV=1",1,11,11,11,11,11,8,3,3,2,11,11,8,3,3,2,11,11,8,3,3,2,29.8,29.8,29.8,49.18,450,450,0.0,105.89,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.8,29.8,23.6,6.4,6.4,4.4,827910000,332960000,250840000,223860000,7258600,7424100,5572000,29,28549000,11481000.0,8649500.0,7719400,250300.0,256010.0,192140.0,283610000,256720000,210650000,97973000,96371000,83072000,11,11,7,1,1,0,31,,,,1278,1134;1235;1494;1659;2568;2792;3459;3800;5638;6019;6369,True;True;True;True;True;True;True;True;True;True;True,1178;1281;1548;1719;2659;2895;3589;3942;5881;6275;6637,4918;4919;4920;5330;5331;5332;6434;6435;6436;7093;7094;7095;7096;7097;7098;10960;10961;11945;11946;11947;11948;11949;11950;15193;15194;15195;15196;15197;15198;16627;16628;16629;16630;24607;24608;24609;26367;26368;27797;27798;27799,3707;3708;3709;4020;4021;4805;5308;5309;5310;5311;5312;8217;8971;8972;8973;11624;11625;11626;11627;11628;11629;11630;12686;12687;18612;18613;18614;19971;21044;21045;21046,3709;4021;4805;5308;8217;8972;11626;12686;18612;19971;21045,,,-1
E9HUP6;E9HXC8,E9HUP6;E9HXC8,3;3,3;3,3;3,tr|E9HUP6|E9HUP6_DAPPU Cystathionine gamma-lyase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304533 PE=3 SV=1;tr|E9HXC8|E9HXC8_DAPPU Cystathionine gamma-lyase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_119078 PE=3 SV=1,2,3,3,3,2,1,3,0,0,0,2,1,3,0,0,0,2,1,3,0,0,0,9.6,9.6,9.6,39.473,356,356;359,0.0,6.3693,By MS/MS,By MS/MS,By MS/MS,,,,7.0,4.2,9.6,0.0,0.0,0.0,29070000,13017000,4640800,11412000,0,0,0,17,1710000,765690.0,272990.0,671320,0.0,0.0,0.0,12973000,0,11791000,0,0,0,2,1,2,0,0,0,5,,,,1279,1777;5603;6236,True;True;True,1841;5845;6499,7583;7584;24475;24476;24477;27257,5666;18506;18507;18508;20666,5666;18506;20666,,,-1;-1
E9HUP7,E9HUP7,5,5,4,tr|E9HUP7|E9HUP7_DAPPU Ras-related protein Rab-3 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304534 PE=3 SV=1,1,5,5,4,5,5,5,1,0,0,5,5,5,1,0,0,4,4,4,1,0,0,24.7,24.7,21.0,24.969,219,219,0.0,14.242,By MS/MS,By MS/MS,By MS/MS,By matching,,,24.7,24.7,24.7,5.0,0.0,0.0,228880000,79766000,75679000,72409000,1025600,0,0,13,17606000,6135800.0,5821400.0,5569900,78896.0,0.0,0.0,85701000,72355000,70236000,0,0,0,4,5,3,0,0,0,12,,,,1280,685;3573;3869;5450;5679,True;True;True;True;True,708;3707;4013;5682;5924,2961;2962;2963;15700;15701;15702;15703;16934;16935;16936;23825;23826;23827;24805;24806;24807,2198;2199;2200;11986;11987;11988;12900;12901;18028;18753;18754;18755,2198;11988;12901;18028;18754,,,-1
E9HUQ2,E9HUQ2,2,2,2,tr|E9HUQ2|E9HUQ2_DAPPU Pyruvate kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_334106 PE=3 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,4.8,4.8,4.8,58.357,539,539,0.0,3.5981,By MS/MS,By MS/MS,By MS/MS,,,,4.8,4.8,4.8,0.0,0.0,0.0,17520000,6295800,6603800,4620400,0,0,0,30,584000,209860.0,220130.0,154010,0.0,0.0,0.0,5825200,6612800,5070500,0,0,0,1,2,1,0,0,0,4,,,,1281,2104;5390,True;True,2182;5619,8973;8974;8975;23531;23532;23533,6712;17766;17767;17768,6712;17767,,,-1
E9HUQ9,E9HUQ9,3,3,3,tr|E9HUQ9|E9HUQ9_DAPPU Failed axon connections OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304539 PE=3 SV=1,1,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,9.0,9.0,9.0,36.566,324,324,0.0,5.3844,By MS/MS,By MS/MS,By MS/MS,,,,9.0,9.0,9.0,0.0,0.0,0.0,126660000,40604000,46025000,40026000,0,0,0,22,5757100,1845700.0,2092000.0,1819400,0.0,0.0,0.0,42687000,45549000,38569000,0,0,0,3,3,3,0,0,0,9,,,,1282,1350;2590;4317,True;True;True,1400;2682;4509,5827;5828;5829;11045;11046;11047;11048;11049;11050;18930;18931;18932,4372;8287;8288;8289;8290;8291;8292;14381;14382,4372;8289;14381,,,-1
E9HUT3;E9HUT0,E9HUT3;E9HUT0,1;1,1;1,1;1,tr|E9HUT3|E9HUT3_DAPPU Nicotinamide-nucleotide adenylyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_66176 PE=3 SV=1;tr|E9HUT0|E9HUT0_DAPPU Nicotinamide-nucleotide adenylyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_334129 PE=3 SV=1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,7.5,7.5,7.5,25.955,227,227;344,0.0,4.3687,By MS/MS,By MS/MS,By MS/MS,,,,7.5,7.5,7.5,0.0,0.0,0.0,13622000,4865400,4489000,4267200,0,0,0,10,1362200,486540.0,448900.0,426720,0.0,0.0,0.0,0,0,4392500,0,0,0,1,1,1,0,0,0,3,,,,1283,4911,True,5123,21498;21499;21500,16225;16226;16227,16227,,,-1;-1
E9HUV1,E9HUV1,2,2,2,tr|E9HUV1|E9HUV1_DAPPU 60S ribosomal protein L30 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_304893 PE=3 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,23.7,23.7,23.7,12.892,118,118,0.0,12.702,By MS/MS,By MS/MS,By MS/MS,,,,23.7,23.7,23.7,0.0,0.0,0.0,66606000,22726000,21384000,22495000,0,0,0,6,11101000,3787700.0,3564100.0,3749200,0.0,0.0,0.0,22584000,21037000,23168000,0,0,0,2,2,2,0,0,0,6,,,,1284,3886;5752,True;True,4030;6000,17005;17006;17007;25205;25206;25207,12947;12948;12949;19106;19107;19108,12948;19108,,,-1
E9HV20,E9HV20,2,1,1,tr|E9HV20|E9HV20_DAPPU Heme-binding-like protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_334226 PE=3 SV=1,1,2,1,1,2,2,2,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,5.1,2.9,2.9,46.579,412,412,0.0,2.3458,By MS/MS,By matching,By MS/MS,By matching,,By matching,5.1,5.1,5.1,2.2,0.0,2.2,11836000,4187300,4368500,3279900,0,0,0,16,739730,261710.0,273030.0,204990,0.0,0.0,0.0,0,0,3376100,0,0,0,1,0,0,0,0,0,1,,,,1285,4584;5675,True;False,4787;5919,20060;20061;20062;24772;24773;24774;24775;24776;24777,15181;15182;18733;18734;18735,15182;18733,,,-1
